Semaine;Martinique (LC);Guadeloupe (GP);Saint Martin (ile d Amérique du nord) (MF);Republique Dominicaine (DO);Sainte Lucie (LC);Barbade (BB)
2019-01-06;24,00;20,00;16,00;100,00;4,00;42,86
2019-01-13;35,00;8,00;8,00;71,00;8,00;38,50
2019-01-20;23,00;27,00;8,00;74,00;16,00;54,85
2019-01-27;12,00;24,00;20,00;56,00;4,00;82,29
2019-02-03;20,00;41,00;12,00;53,00;8,00;23,33
2019-02-10;21,00;21,00;17,00;50,00;4,00;24,50
2019-02-17;8,00;37,00;17,00;63,00;0,00;22,40
2019-02-24;13,00;26,00;13,00;78,00;4,00;37,14
2019-03-03;29,00;24,00;25,00;53,00;12,00;38,06
2019-03-10;25,00;16,00;16,00;86,00;8,00;25,00
2019-03-17;21,00;17,00;17,00;39,00;13,00;26,25
2019-03-24;38,00;21,00;13,00;47,00;4,00;50,09
2019-03-31;8,00;21,00;8,00;54,00;0,00;36,80
2019-04-07;12,00;12,00;12,00;62,00;4,00;36,00
2019-04-14;0,00;4,00;4,00;54,00;9,00;23,00
2019-04-21;9,00;22,00;13,00;62,00;4,00;30,60
2019-04-28;20,00;20,00;8,00;32,00;12,00;16,36
2019-05-05;8,00;27,00;4,00;87,00;8,00;32,00
2019-05-12;12,00;16,00;12,00;58,00;4,00;27,43
2019-05-19;8,00;12,00;8,00;65,00;4,00;14,40
2019-05-26;8,00;8,00;4,00;41,00;8,00;11,20
2019-06-02;4,00;16,00;8,00;53,00;4,00;70,00
2019-06-09;8,00;17,00;4,00;71,00;13,00;30,40
2019-06-16;38,00;8,00;13,00;21,00;0,00;30,76
2019-06-23;17,00;0,00;8,00;80,00;4,00;32,11
2019-06-30;16,00;12,00;12,00;58,00;12,00;21,33
2019-07-07;24,00;12,00;12,00;36,00;4,00;18,86
2019-07-14;13,00;17,00;4,00;55,00;4,00;13,00
2019-07-21;18,00;9,00;18,00;89,00;9,00;36,00
2019-07-28;21,00;43,00;4,00;60,00;4,00;35,00
2019-08-04;21,00;22,00;4,00;91,00;17,00;59,50
2019-08-11;16,00;8,00;0,00;45,00;4,00;49,78
2019-08-18;29,00;17,00;4,00;72,00;17,00;17,06
2019-08-25;12,00;21,00;0,00;58,00;8,00;24,00
2019-09-01;8,00;8,00;8,00;64,00;8,00;40,00
2019-09-08;8,00;24,00;4,00;44,00;4,00;28,80
2019-09-15;16,00;12,00;0,00;53,00;0,00;44,44
2019-09-22;20,00;8,00;8,00;71,00;4,00;29,09
2019-09-29;24,00;16,00;8,00;56,00;4,00;24,00
2019-10-06;12,00;35,00;4,00;67,00;24,00;49,71
2019-10-13;24,00;28,00;8,00;48,00;16,00;24,00
2019-10-20;8,00;27,00;0,00;66,00;12,00;40,00
2019-10-27;8,00;34,00;4,00;61,00;15,00;44,00
2019-11-03;7,00;19,00;7,00;60,00;15,00;52,50
2019-11-10;15,00;23,00;8,00;57,00;8,00;60,00
2019-11-17;15,00;11,00;8,00;72,00;4,00;36,67
2019-11-24;4,00;26,00;4,00;37,00;7,00;22,00
2019-12-01;23,00;15,00;4,00;68,00;8,00;46,00
2019-12-08;15,00;19,00;0,00;57,00;11,00;35,00
2019-12-15;19,00;27,00;4,00;70,00;8,00;44,91
2019-12-22;17,00;43,00;4,00;61,00;4,00;68,00
2019-12-29;33,00;29,00;8,00;86,00;4,00;45,16
2020-01-05;14,00;32,00;7,00;83,00;14,00;57,75
2020-01-12;21,00;21,00;4,00;60,00;14,00;52,50
2020-01-19;18,00;36,00;0,00;76,00;7,00;25,20
2020-01-26;15,00;18,00;4,00;84,00;11,00;50,63
2020-02-02;18,00;18,00;4,00;67,00;0,00;14,40
2020-02-09;7,00;14,00;0,00;81,00;4,00;52,50
2020-02-16;29,00;40,00;0,00;44,00;22,00;39,24
2020-02-23;11,00;32,00;4,00;42,00;4,00;33,00
2020-03-01;14,00;10,00;0,00;56,00;14,00;31,50
2020-03-08;23,00;40,00;7,00;100,00;0,00;37,15
2020-03-15;7,00;26,00;10,00;33,00;7,00;63,00
2020-03-22;3,00;20,00;0,00;3,00;3,00;25,50
2020-03-29;10,00;10,00;0,00;16,00;7,00;10,00
2020-04-05;7,00;11,00;0,00;22,00;4,00;17,50
2020-04-12;3,00;10,00;3,00;17,00;0,00;12,00
2020-04-19;7,00;7,00;10,00;17,00;0,00;10,50
2020-04-26;13,00;16,00;0,00;16,00;10,00;3,71
2020-05-03;3,00;10,00;7,00;26,00;10,00;6,00
2020-05-10;16,00;13,00;0,00;30,00;3,00;3,56
2020-05-17;3,00;14,00;3,00;14,00;3,00;12,00
2020-05-24;10,00;7,00;7,00;7,00;3,00;10,00
2020-05-31;7,00;10,00;3,00;13,00;0,00;19,25
2020-06-07;7,00;23,00;7,00;30,00;0,00;19,25
2020-06-14;10,00;16,00;0,00;16,00;3,00;21,67
2020-06-21;7,00;7,00;4,00;11,00;0,00;10,50
2020-06-28;3,00;3,00;0,00;17,00;0,00;0,00
2020-07-05;3,00;14,00;7,00;25,00;7,00;6,00
2020-07-12;4,00;22,00;4,00;15,00;0,00;16,00
2020-07-19;7,00;11,00;0,00;26,00;4,00;10,50
2020-07-26;15,00;4,00;0,00;34,00;0,00;20,63
2020-08-02;0,00;4,00;4,00;30,00;0,00;4,00
2020-08-09;14,00;4,00;0,00;25,00;7,00;10,50
2020-08-16;11,00;7,00;0,00;22,00;0,00;3,67
2020-08-23;11,00;22,00;4,00;40,00;4,00;31,17
2020-08-30;4,00;11,00;4,00;40,00;4,00;8,00
2020-09-06;7,00;15,00;4,00;15,00;4,00;10,50
2020-09-13;14,00;7,00;0,00;18,00;4,00;10,50
2020-09-20;4,00;11,00;4,00;21,00;4,00;20,00
2020-09-27;4,00;18,00;0,00;36,00;0,00;12,00
2020-10-04;0,00;7,00;0,00;15,00;4,00;8,00
2020-10-11;4,00;0,00;4,00;11,00;0,00;8,00
2020-10-18;0,00;0,00;4,00;7,00;0,00;17,00
2020-10-25;4,00;14,00;0,00;40,00;0,00;16,00
2020-11-01;10,00;6,00;0,00;20,00;0,00;21,67
2020-11-08;4,00;7,00;0,00;11,00;7,00;12,00
2020-11-15;4,00;18,00;0,00;18,00;4,00;16,00
2020-11-22;11,00;11,00;4,00;18,00;4,00;11,00
2020-11-29;11,00;4,00;7,00;18,00;4,00;18,33
2020-12-06;3,00;17,00;7,00;17,00;3,00;12,00
2020-12-13;7,00;7,00;21,00;18,00;7,00;14,00
2020-12-20;8,00;12,00;4,00;25,00;8,00;14,40
2020-12-27;0,00;20,00;0,00;43,00;8,00;7,00
2021-01-03;17,00;14,00;4,00;53,00;0,00;17,00
2021-01-10;14,00;7,00;0,00;31,00;3,00;7,00
2021-01-17;10,00;14,00;3,00;27,00;7,00;10,00
2021-01-24;14,00;17,00;0,00;37,00;0,00;10,50
2021-01-31;10,00;7,00;0,00;14,00;7,00;6,67
2021-02-07;3,00;0,00;3,00;28,00;3,00;15,00
2021-02-14;3,00;17,00;0,00;18,00;0,00;15,00
2021-02-21;7,00;7,00;0,00;14,00;4,00;3,50
2021-02-28;3,00;7,00;3,00;38,00;0,00;3,00
2021-03-07;3,00;10,00;10,00;17,00;0,00;6,00
2021-03-14;3,00;3,00;0,00;33,00;0,00;9,00
2021-03-21;3,00;10,00;0,00;24,00;3,00;9,00
2021-03-28;8,00;0,00;0,00;27,00;0,00;14,00
2021-04-04;0,00;7,00;0,00;14,00;4,00;4,00
2021-04-11;14,00;10,00;10,00;45,00;3,00;21,00
2021-04-18;0,00;3,00;7,00;49,00;7,00;8,00
2021-04-25;7,00;7,00;0,00;38,00;0,00;17,50
2021-05-02;7,00;0,00;0,00;36,00;17,00;14,00
2021-05-09;0,00;7,00;0,00;63,00;7,00;8,00
2021-05-16;13,00;10,00;7,00;40,00;7,00;6,50
2021-05-23;14,00;11,00;4,00;89,00;14,00;35,00
2021-05-30;15,00;0,00;0,00;78,00;4,00;11,25
2021-06-06;14,00;7,00;11,00;54,00;4,00;10,50
2021-06-13;7,00;4,00;0,00;51,00;4,00;21,00
2021-06-20;7,00;22,00;7,00;43,00;7,00;43,75
2021-06-27;11,00;7,00;7,00;48,00;4,00;27,50
2021-07-04;11,00;4,00;4,00;37,00;4,00;11,00
2021-07-11;15,00;4,00;4,00;38,00;19,00;15,00
2021-07-18;16,00;20,00;0,00;68,00;4,00;12,44
2021-07-25;16,00;12,00;8,00;39,00;4,00;28,44
2021-08-01;12,00;4,00;0,00;59,00;12,00;12,00
2021-08-08;0,00;8,00;4,00;74,00;4,00;23,00
2021-08-15;8,00;12,00;8,00;51,00;4,00;14,00
2021-08-22;8,00;4,00;13,00;75,00;0,00;19,20
2021-08-29;4,00;20,00;4,00;82,00;4,00;38,00
2021-09-05;13,00;4,00;0,00;50,00;4,00;22,29
2021-09-12;8,00;8,00;4,00;33,00;4,00;22,40
2021-09-19;12,00;4,00;4,00;67,00;0,00;12,00
2021-09-26;8,00;24,00;0,00;76,00;4,00;8,00
2021-10-03;18,00;9,00;0,00;64,00;3,00;41,40
2021-10-10;17,00;22,00;3,00;93,00;11,00;37,40
2021-10-17;11,00;16,00;0,00;75,00;3,00;69,67
2021-10-24;5,00;11,00;8,00;47,00;0,00;46,67
2021-10-31;13,00;19,00;11,00;56,00;8,00;42,25
2021-11-07;19,00;21,00;3,00;45,00;5,00;44,91
2021-11-14;5,00;16,00;0,00;63,00;0,00;41,67
2021-11-21;13,00;36,00;0,00;87,00;8,00;48,29
2021-11-28;13,00;18,00;5,00;44,00;3,00;185,71
2021-12-05;11,00;19,00;8,00;51,00;8,00;60,50
2021-12-12;11,00;9,00;3,00;58,00;14,00;39,29
2021-12-19;18,00;21,00;0,00;53,00;0,00;43,20
2021-12-26;4,00;8,00;16,00;70,00;8,00;84,00
