Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2020-12-20;6,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;6,00;0,00;0,00;12,00;12,00;0,00;0,00;52,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00
2020-12-27;12,00;0,00;12,00;6,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;26,40;0,00;0,00;18,00;0,00;0,00;0,00;56,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00
2021-01-03;11,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;15,40;30,80;0,00;0,00;0,00;5,00;6,60;0,00;46,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-10;0,00;6,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;5,00;50,00;0,00;6,00;0,00;0,00;0,00;29,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;6,00;6,00;0,00;0,00;6,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00
2021-01-17;5,00;0,00;5,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;17,50;33,00;0,00;5,00;0,00;0,00;0,00;81,67;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-24;11,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;4,40;0,00;0,00;4,40;6,00;0,00;0,00;0,00;0,00;0,00;46,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00
2021-01-31;17,00;0,00;0,00;6,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,38;0,00;0,00;6,00;0,00;0,00;0,00;46,75;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-07;17,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,14;0,00;0,00;24,29;0,00;0,00;6,00;0,00;6,38;0,00;48,88;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-14;6,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;6,00;0,00;0,00;0,00;34,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-21;12,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;31,20;0,00;0,00;0,00;0,00;0,00;0,00;45,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00
2021-02-28;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-07;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-14;0,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;5,00;0,00;0,00;0,00;29,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-21;0,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;6,00;0,00;6,00;6,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-28;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00
2021-04-04;12,00;0,00;0,00;6,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;7,20;0,00;0,00;6,00;6,00;6,00;0,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-11;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;6,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-18;0,00;0,00;6,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-25;0,00;0,00;0,00;23,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-02;12,00;0,00;6,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,20;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00
2021-05-09;11,00;0,00;0,00;6,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;4,40;11,00;0,00;0,00;6,00;0,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00
2021-05-16;17,00;0,00;0,00;23,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;6,38;17,00;0,00;0,00;0,00;0,00;0,00;0,00;23,38;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-23;24,00;0,00;6,00;18,00;0,00;6,00;0,00;6,00;0,00;0,00;7,20;0,00;19,20;0,00;0,00;0,00;0,00;0,00;0,00;24,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;6,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-30;6,00;0,00;6,00;18,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;40,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00
2021-06-06;12,00;0,00;6,00;18,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;7,20;0,00;0,00;0,00;6,00;0,00;0,00;12,00;6,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-13;0,00;0,00;0,00;12,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;15,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-20;0,00;0,00;6,00;19,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;3,00;6,00;6,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-27;19,00;0,00;13,00;25,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;19,00;0,00;6,00;6,00;0,00;0,00;0,00;19,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;19,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-07-04;44,00;0,00;0,00;6,00;0,00;31,00;0,00;0,00;0,00;0,00;0,00;0,00;32,42;0,00;0,00;6,00;6,00;0,00;0,00;6,29;6,29;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-07-11;12,00;0,00;12,00;24,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;19,20;6,00;0,00;0,00;12,00;0,00;0,00;40,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;6,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-07-18;57,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;38,76;0,00;0,00;6,00;6,00;0,00;0,00;82,33;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;13,00;13,00;0,00;0,00;13,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-07-25;12,00;0,00;0,00;25,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,20;0,00;0,00;6,00;31,00;0,00;0,00;76,00;6,00;0,00;0,00;6,00;6,00;0,00;0,00;0,00;6,00;0,00;12,00;0,00;6,00;6,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00
2021-08-01;24,00;0,00;0,00;18,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;6,55;24,00;12,00;0,00;0,00;30,00;6,55;0,00;50,18;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;6,00;0,00;6,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-08-08;61,00;0,00;7,00;20,00;0,00;7,00;0,00;7,00;0,00;0,00;0,00;13,56;13,56;0,00;0,00;13,00;0,00;6,54;0,00;54,46;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;14,00;7,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-08-15;73,00;0,00;7,00;33,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,69;0,00;0,00;0,00;13,00;0,00;0,00;88,03;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00
2021-08-22;45,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;6,75;0,00;0,00;0,00;6,00;0,00;0,00;38,57;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;13,00;6,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00
2021-08-29;32,00;0,00;0,00;0,00;0,00;0,00;6,00;13,00;0,00;0,00;0,00;6,86;18,29;0,00;0,00;13,00;0,00;12,80;0,00;64,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;6,00;0,00;6,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-09-05;13,00;0,00;6,00;0,00;6,00;0,00;0,00;6,00;0,00;0,00;0,00;6,50;30,33;6,00;0,00;0,00;6,00;0,00;0,00;39,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-09-12;51,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;18,55;0,00;0,00;6,00;6,00;0,00;0,00;19,13;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-09-19;0,00;0,00;13,00;6,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;21,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-09-26;13,00;0,00;0,00;0,00;13,00;0,00;7,00;0,00;0,00;0,00;0,00;6,50;13,00;6,00;0,00;0,00;0,00;0,00;0,00;54,17;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00
2021-10-03;19,00;0,00;0,00;14,00;5,00;0,00;0,00;5,00;0,00;0,00;0,00;4,75;19,00;0,00;0,00;0,00;0,00;0,00;0,00;57,00;0,00;0,00;10,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-10;5,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;20,00;0,00;0,00;9,00;5,00;0,00;0,00;70,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-17;27,00;4,00;0,00;9,00;4,00;5,00;0,00;5,00;5,00;0,00;0,00;0,00;18,00;0,00;0,00;4,00;18,00;0,00;0,00;66,46;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;14,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00
2021-10-24;18,00;0,00;4,00;9,00;9,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;27,00;0,00;0,00;4,00;0,00;0,00;0,00;56,25;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-31;23,00;0,00;0,00;5,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;4,60;32,20;0,00;0,00;0,00;0,00;0,00;0,00;102,45;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;5,00;0,00;5,00;5,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00
2021-11-07;31,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;4,43;35,43;0,00;0,00;4,00;0,00;0,00;0,00;70,27;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;5,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00
2021-11-14;36,00;4,00;0,00;4,00;0,00;9,00;0,00;0,00;4,00;0,00;0,00;0,00;31,50;0,00;0,00;9,00;0,00;0,00;0,00;84,71;0,00;0,00;4,00;0,00;4,00;4,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-11-21;26,00;4,00;0,00;4,00;9,00;4,00;4,00;0,00;0,00;0,00;0,00;9,45;30,73;0,00;0,00;4,00;0,00;0,00;0,00;39,00;4,33;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-11-28;44,00;9,00;0,00;13,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;4,40;30,80;0,00;0,00;18,00;0,00;0,00;0,00;104,76;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-12-05;56,00;0,00;5,00;5,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;22,40;0,00;0,00;0,00;0,00;0,00;0,00;215,38;0,00;0,00;5,00;0,00;5,00;0,00;0,00;0,00;5,00;5,00;0,00;9,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00
2021-12-12;20,00;0,00;0,00;0,00;5,00;0,00;5,00;0,00;0,00;0,00;0,00;4,44;15,56;0,00;0,00;10,00;0,00;4,44;0,00;100,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;10,00;5,00;15,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-12-19;12,00;0,00;6,00;12,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;92,00;0,00;0,00;6,00;0,00;0,00;0,00;6,00;6,00;18,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-12-26;62,00;7,00;0,00;21,00;21,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;55,11;0,00;0,00;34,00;0,00;0,00;0,00;145,38;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;7,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00
